COD_SETOR,NUM_QUADRA,NUM_FACE,TOT_ENDERECOS,TOT_DOMICILIOS
270430205100123,10,3,0,0
270430205100123,10,4,0,0
270430205100123,11,1,0,0
270430205100123,11,2,0,0
270430205100123,11,3,0,0
270430205100123,11,4,0,0
270430205100123,11,5,0,0
270430205100123,11,6,0,0
270430205100123,11,7,0,0
270430205100123,11,8,0,0
270430205100123,12,1,0,0
270430205100123,12,2,0,0
270430205100123,12,3,0,0
270430205100123,12,4,0,0
270430205100123,13,1,0,0
270430205100123,13,2,0,0
270430205100123,13,3,0,0
270430205100123,13,4,0,0
270430205100123,14,1,0,0
270430205100123,14,2,0,0
270430205100123,14,3,0,0
270430205100123,14,4,0,0
270430205100123,15,1,0,0
270430205100123,15,2,0,0
270430205100123,15,3,0,0
270430205100123,15,4,0,0
270430205100123,16,1,0,0
270430205100123,16,2,0,0
270430205100123,16,3,0,0
270430205100123,16,4,0,0
270430205100123,17,1,0,0
270430205100123,17,2,0,0
270430205100123,17,3,0,0
270430205100123,18,1,0,0
270430205100123,18,2,0,0
270430205100123,18,3,0,0
270430205100123,18,4,0,0
270430205100123,19,1,0,0
270430205100123,19,2,0,0
270430205100123,19,3,0,0
270430205100123,19,4,0,0
270430205100123,20,1,0,0
270430205100123,20,2,0,0
270430205100123,20,3,0,0
270430205100123,20,4,0,0
270430205100123,21,1,0,0
270430205100123,21,3,0,0
270430205100123,21,4,0,0
270430205100123,22,1,0,0
270430205100123,22,2,0,0
270430205100123,22,3,0,0
270430205100123,23,1,0,0
270430205100123,23,2,0,0
270430205100123,23,3,0,0
270430205100123,23,4,0,0
270430205100123,23,5,0,0
270430205100126,10,4,0,0
270430205100126,10,5,0,0
270430205100126,10,6,0,0
270430205100128,11,6,0,0
270430205100128,11,7,0,0
270430205100128,11,8,0,0
270430205100128,11,9,0,0
270430205100128,11,10,0,0
270430205100128,11,11,0,0
270430205100128,11,12,0,0
270430205100128,11,13,0,0
270430205100128,11,14,0,0
270430205100128,11,15,0,0
270430205100128,11,16,0,0
270430205100128,12,1,0,0
270430205100128,12,2,0,0
270430205100128,12,3,0,0
270430205100128,12,4,0,0
270430205100128,12,5,0,0
270430205100128,12,6,0,0
270430205100128,12,7,0,0
270430205100128,13,1,0,0
270430205100128,13,2,0,0
270430205100128,14,1,0,0
270430205100128,14,2,0,0
270430205100128,14,3,0,0
270430205100128,14,4,0,0
270430205100128,15,1,0,0
270430205100128,15,2,0,0
270430205100128,15,3,0,0
270430205100128,16,1,0,0
270430205100128,16,3,0,0
270430205100128,16,4,0,0
270430205100128,16,5,0,0
270430205100130,8,3,0,0
270430205100130,8,5,0,0
270430205100130,8,6,0,0
270430205100130,8,7,0,0
270430205100130,8,8,0,0
270430205100130,8,9,0,0
270430205100130,8,10,0,0
270430205100130,8,11,0,0
270430205100130,8,12,0,0
270430205100130,8,13,0,0
270430205100130,8,14,0,0
270430205100130,8,15,0,0
270430205100130,8,16,0,0
270430205100130,8,17,0,0
270430205100130,8,18,0,0
270430205100130,8,19,0,0
270430205100130,9,1,0,0
270430205100130,9,2,0,0
270430205100130,10,1,0,0
270430205100130,10,2,0,0
270430205100130,10,3,0,0
270430205100130,10,4,0,0
270430205100130,11,1,0,0
270430205100130,11,2,0,0
270430205100130,11,3,0,0
270430205100130,11,4,0,0
270430205100136,1,2,0,0
270430205100136,1,3,0,0
270430205100136,1,4,0,0
270430205100136,1,5,0,0
270430205100136,1,6,0,0
270430205100136,1,7,0,0
270430205100136,2,1,0,0
270430205100136,2,2,0,0
270430205100136,2,3,0,0
270430205100136,2,4,0,0
270430205100136,2,5,0,0
270430205100136,2,6,0,0
270430205100136,2,7,0,0
270430205100136,2,8,0,0
270430205100136,2,9,0,0
270430205100136,2,10,0,0
270430205100136,3,1,0,0
270430205100136,3,2,0,0
270430205100136,3,3,0,0
270430205100136,3,4,0,0
270430205100136,4,1,0,0
270430205100136,4,2,0,0
270430205100136,4,3,0,0
270430205100136,4,4,0,0
270430205100136,4,5,0,0
270430205100136,5,1,0,0
270430205100136,5,2,0,0
270430205100136,5,3,0,0
270430205100136,5,4,0,0
270430205100136,7,1,0,0
270430205100136,7,2,0,0
270430205100136,7,3,0,0
270430205100136,7,4,0,0
270430205100136,7,5,0,0
270430205100136,7,6,0,0
270430205100136,8,1,0,0
270430205100137,1,39,0,0
270430205100145,5,5,0,0
270430205100145,5,6,0,0
270430205100145,5,7,0,0
270430205100145,5,8,0,0
270430205100145,5,9,0,0
270430205100145,5,10,0,0
270430205100145,5,11,0,0
270430205100145,5,12,0,0
270430205100145,5,13,0,0
270430205100145,5,14,0,0
270430205100145,5,15,0,0
270430205100145,5,16,0,0
270430205100145,5,17,0,0
270430205100145,5,18,0,0
270430205100145,5,19,0,0
270430205100145,5,20,0,0
270430205100147,1,21,0,0
270430205100149,1,2,0,0
270430205100149,2,1,0,0
270430205100149,2,2,0,0
270430205100149,3,1,0,0
270430205100149,3,2,0,0
270430205100149,4,1,0,0
270430205100149,4,2,0,0
270430205100149,4,3,0,0
270430205100149,5,1,0,0
270430205100149,5,2,0,0
270430205100149,6,1,0,0
270430205100149,6,2,0,0
270430205100149,7,1,0,0
270430205100149,7,2,0,0
270430205100149,8,1,0,0
270430205100154,1,9,0,0
270430205100154,1,10,0,0
270430205100154,1,11,0,0
270430205100154,1,12,0,0
270430205100154,1,13,0,0
270430205100154,1,14,0,0
270430205100154,1,15,0,0
270430205100154,1,16,0,0
270430205100154,1,17,0,0
270430205100154,1,18,0,0
270430205100154,1,19,0,0
270430205100154,2,1,0,0
270430205100154,2,2,0,0
270430205100154,3,1,0,0
270430205100154,3,2,0,0
270430205100154,3,3,0,0
270430205100157,5,3,0,0
270430205100158,1,11,0,0
270430205100158,2,16,0,0
270430205100158,2,17,0,0
270430205100158,2,18,0,0
270430205100159,2,2,0,0
270430205100161,1,1,5,5
270430205100161,1,2,4,4
270430205100161,1,3,4,4
270430205100161,2,1,5,5
270430205100161,2,2,6,6
270430205100161,2,3,2,2
270430205100161,3,1,8,8
270430205100161,3,2,0,0
270430205100161,3,3,1,1
270430205100161,3,4,10,10
270430205100161,4,1,13,12
270430205100161,4,2,15,15
270430205100161,5,1,0,0
270430205100161,5,2,6,6
270430205100161,5,3,1,1
270430205100161,5,4,1,1
270430205100161,5,5,5,4
270430205100161,6,1,3,1
270430205100161,6,2,2,2
270430205100161,6,3,2,1
270430205100165,1,1,0,0
270430205100165,1,2,12,11
270430205100165,1,3,0,0
270430205100165,2,1,2,2
270430205100165,2,2,3,3
270430205100165,2,3,8,8
270430205100165,2,4,3,3
270430205100165,3,1,14,14
270430205100165,3,2,5,5
270430205100165,3,3,1,1
270430205100165,3,4,2,2
270430205100165,3,5,3,3
270430205100165,3,6,1,1
270430205100165,5,1,1,1
270430205100165,5,2,12,12
270430205100165,7,1,5,5
270430205100165,7,2,9,9
270430205100165,7,3,0,0
270430205100165,7,4,1,1
270430205100165,8,1,13,13
270430205100165,8,2,0,0
270430205100165,8,3,17,17
270430205100165,8,4,2,2
270430205100165,9,1,9,9
270430205100165,9,2,5,5
270430205100165,9,3,4,4
270430205100165,9,4,2,2
270430205100165,9,5,1,1
270430205100165,9,6,1,1
270430205100165,9,7,3,3
270430205100173,1,4,0,0
270430205100201,8,4,0,0
270430205100201,13,1,0,0
270430205100203,1,28,0,0
270430205100213,1,1,0,0
270430205100213,2,1,0,0
270430205100213,2,2,0,0
270430205100215,1,2,0,0
270430205100215,2,1,0,0
270430205100215,2,2,0,0
270430205100215,2,3,0,0
270430205100215,2,4,0,0
270430205100227,2,1,0,0
270430205100229,1,13,0,0
270430205100235,2,13,0,0
270430205100236,1,13,0,0
270430205100236,1,14,0,0
270430205100237,2,6,0,0
270430205100237,2,7,0,0
270430205100237,13,4,0,0
270430205100237,13,5,0,0
270430205100256,5,15,0,0
270430205100256,5,16,0,0
270430205100265,10,3,0,0
270430205100265,10,4,0,0
270430205100265,11,1,0,0
270430205100265,12,1,0,0
270430205100265,12,2,0,0
270430205100265,12,3,0,0
270430205100266,1,8,0,0
270430205100266,1,9,0,0
270430205100268,1,3,0,0
270430205100268,2,2,0,0
270430205100276,4,5,0,0
270430205100276,4,6,0,0
270430205100276,5,1,0,0
270430205100276,5,2,0,0
270430205100280,3,4,0,0
270430205100281,5,14,0,0
270430205100293,1,4,0,0
270430205100294,3,4,0,0
270430205100295,1,2,0,0
270430205100295,1,3,0,0
270430205100295,2,1,0,0
270430205100295,2,2,0,0
270430205100295,2,3,0,0
270430205100295,2,4,0,0
270430205100296,3,5,0,0
270430205100296,3,6,0,0
270430205100296,4,1,0,0
270430205100296,4,2,0,0
270430205100296,4,3,0,0
270430205100302,10,1,0,0
270430205100302,10,2,0,0
270430205100302,10,3,0,0
270430205100302,11,3,0,0
270430205100302,11,4,0,0
270430205110024,1,7,3,2
270430205110024,1,8,1,1
270430205110024,1,9,2,2
270430205110024,1,10,3,3
270430205110024,1,11,0,0
270430205110024,1,12,1,1
270430205110024,1,13,0,0
270430205110024,1,14,0,0
270430205110024,1,15,0,0
270430205110024,1,16,0,0
270430205110024,1,17,0,0
270430205110024,1,18,0,0
270430205110024,1,19,0,0
270430205110024,1,20,0,0
270430205110024,1,21,0,0
270430205110024,1,22,0,0
270430205110024,1,23,0,0
270430205110024,1,24,0,0
270430205110024,1,37,0,0
270430205110024,1,40,6,6
270430205110024,1,43,2,2
270430205110026,2,1,1,1
270430205110026,2,2,10,9
270430205110026,2,3,4,4
270430205110026,3,1,6,6
270430205110026,4,1,9,8
270430205110026,4,2,10,9
270430205110026,5,1,10,9
270430205110026,6,1,16,16
270430205110026,6,2,5,5
270430205110026,7,1,10,10
270430205110026,8,1,7,7
270430205110026,9,1,11,11
270430205110026,9,2,18,18
270430205110026,10,1,13,12
270430205110026,10,2,3,3
270430205110026,10,3,9,8
270430205110026,11,1,10,9
270430205110026,12,1,9,7
270430205110026,12,2,3,3
270430205110051,5,27,0,0
270430205110062,1,1,0,0
270430205110062,1,2,14,14
270430205110062,1,3,3,2
270430205110062,1,4,1,1
270430205110062,1,5,6,6
270430205110062,1,6,10,10
270430205110062,1,7,1,1
270430205110062,1,8,4,4
270430205110062,1,9,8,8
270430205110062,1,10,7,6
270430205110062,1,11,8,8
270430205110062,1,12,0,0
270430205110062,1,13,9,9
270430205110062,1,14,2,2
270430205110062,1,15,2,2
270430205110062,1,16,2,2
270430205110062,1,17,0,0
270430205110062,1,18,1,1
270430205110062,1,19,0,0
270430205110062,1,21,1,1
270430205110062,1,23,3,3
270430205110062,1,24,0,0
270430205110062,1,25,0,0
270430205110062,1,26,0,0
270430205110062,1,27,0,0
270430205110062,1,31,0,0
270430205110062,1,35,1,1
270430205110062,1,36,0,0
270430205110062,1,37,3,3
270430205110062,1,38,5,5
270430205110062,1,39,0,0
270430205110062,1,40,4,4
270430205110062,1,41,0,0
270430205110062,1,42,17,17
270430205110062,1,44,15,15
270430205110062,1,45,1,1
270430205110062,1,46,3,3
270430205110062,1,47,18,18
270430205110062,1,48,1,1
270430205110062,1,49,7,7
270430205110062,1,50,4,4
270430205110062,1,51,13,13
270430205110062,1,52,1,1
270430205110062,1,56,0,0
270430205110062,1,57,0,0
270430205110062,1,58,0,0
270430205110062,59,8,8,7
270430205110062,63,9,12,11
270430205110062,69,4,0,0
270430205110062,69,5,0,0
270430205110062,69,6,0,0
270430205110062,70,3,9,6
270430205110062,70,4,20,19
270430205110062,71,1,5,5
270430205110062,71,2,7,7
270430205110062,71,3,0,0
270430205110062,71,4,1,1
270430205110062,71,5,3,3
270430205110062,71,6,4,4
270430205110062,71,7,0,0
270430205110062,71,8,11,10
270430205110066,6,2,0,0
270430205110078,1,1,0,0
270430205110079,3,4,0,0
270430205110081,1,5,0,0
270430205110082,8,3,1,0
270430205110086,3,2,0,0
270430205110086,3,3,0,0
270430205110086,3,4,0,0
270430205110109,1,7,1,1
270430205110115,7,2,0,0
270430205110115,7,3,0,0
270430205110115,7,4,0,0
270430205110121,16,4,16,2
270430205110122,7,2,0,0
270430205110122,7,3,0,0
270430205110124,3,2,0,0
270430205110124,3,3,0,0
270430205110131,1,21,0,0
270430205110132,7,31,0,0
270430205110137,13,2,0,0
270430205110137,13,3,0,0
270430205110137,25,6,0,0
270430205110149,1,14,0,0
270430205110150,1,3,0,0
270430205110150,2,2,0,0
270430205110153,4,4,3,3
270430205110153,4,5,0,0
270430205110153,4,6,0,0
270430205110157,1,4,0,0
270430205110161,1,15,0,0
270430205110177,1,7,0,0
270430205110179,2,2,0,0
270430205110181,2,3,0,0
270430205110187,30,7,0,0
270430205110191,10,1,8,8
270430205110201,3,4,0,0
270430205110207,2,1,14,14
270430205110207,2,2,0,0
270430205110207,2,3,0,0
270430205110207,2,4,0,0
270430205110207,2,5,6,6
270430205110207,3,1,0,0
270430205110207,3,2,7,7
270430205110207,3,3,10,10
270430205110207,3,4,20,19
270430205110207,3,5,0,0
270430205110207,3,6,0,0
270430205110207,3,7,0,0
270430205110207,3,8,28,26
270430205110207,3,9,16,16
270430205110207,3,10,0,0
270430205110207,4,1,23,20
270430205110207,4,2,29,29
270430205110210,7,3,2,2
270430205110210,7,4,1,1
270430205110210,12,2,0,0
270430205110210,12,3,5,5
270430205110210,12,4,1,1
270430205110210,12,9,0,0
270430205110210,12,10,0,0
270430205110215,12,4,7,6
270430205110218,1,1,0,0
270430205110218,1,2,0,0
270430205110218,1,3,0,0
270430205110218,1,4,0,0
270430205110218,1,5,0,0
270430205110218,1,6,0,0
270430205110218,1,7,0,0
270430205110218,1,8,0,0
270430205110218,1,9,0,0
270430205110218,1,10,0,0
270430205110218,1,11,0,0
270430205110218,1,12,0,0
270430205110218,1,13,0,0
270430205110218,1,14,0,0
270430205110218,1,15,0,0
270430205110218,1,16,0,0
270430205110218,1,17,0,0
270430205110218,1,18,0,0
270430205110218,1,19,0,0
270430205110218,1,20,0,0
270430205110218,2,1,0,0
270430205110218,2,2,0,0
270430205110218,2,3,0,0
270430205110218,2,4,0,0
270430205110218,2,5,0,0
270430205110218,2,6,0,0
270430205110218,2,7,0,0
270430205110218,2,8,0,0
270430205110218,2,9,0,0
270430205110218,3,1,0,0
270430205110218,3,2,0,0
270430205110218,3,3,0,0
270430205110218,4,1,0,0
270430205110218,4,2,0,0
270430205110218,4,3,0,0
270430205110218,5,1,0,0
270430205110218,6,1,0,0
270430205110218,7,1,0,0
270430205110220,15,1,1,0
270430205110221,14,2,1,0
270430205110231,3,6,1,1
270430205110238,17,3,3,3
270430205110240,11,4,2,2
270430205110250,1,137,0,0
270430205110251,1,91,0,0
270430205110251,12,3,5,3
270430205110253,1,10,1,1
270430205110253,1,12,1,1
270430205110259,11,1,0,0
270430205110260,3,2,0,0
270430205110260,3,6,0,0
270430205110260,14,5,0,0
270430205110265,6,5,28,28
270430205110265,6,6,0,0
270430205110265,6,7,9,9
270430205110265,6,8,24,23
270430205110265,12,4,0,0
270430205120009,6,4,0,0
270430205120017,4,4,0,0
270430205120017,11,1,0,0
270430205120017,12,1,2,0
270430205120017,12,2,1,0
270430205120017,13,1,3,0
270430205120017,13,2,2,2
270430205120017,13,3,6,6
270430205120017,14,1,4,0
270430205120017,14,2,0,0
270430205120017,14,3,12,10
270430205120017,14,4,0,0
270430205120017,14,5,0,0
270430205120017,14,6,5,1
270430205120017,15,1,13,13
270430205120017,15,2,1,1
270430205120017,15,3,9,9
270430205120017,15,4,3,2
270430205120017,16,1,10,8
270430205120017,16,2,4,4
270430205120017,16,3,0,0
270430205120017,17,1,1,1
270430205120017,17,2,2,2
270430205120017,18,1,0,0
270430205120017,18,2,0,0
270430205120017,18,3,5,0
270430205120017,19,1,0,0
270430205120017,19,2,0,0
270430205120017,19,4,0,0
270430205120026,7,3,0,0
270430205120026,7,4,0,0
270430205120026,8,1,0,0
270430205120026,8,2,0,0
270430205120077,4,21,12,10
270430205120107,3,9,0,0
270430205120123,6,3,0,0
270430205120128,3,1,8,7
270430205120135,2,8,0,0
270430205120162,18,3,0,0
270430205120183,4,1,0,0
270430205120183,5,2,0,0
270430205120186,6,2,1,1
270430205120187,5,1,1,1
270430205120211,3,2,2,0
270430205120211,3,3,0,0
270430205120265,10,3,0,0
270430205120305,1,1,0,0
270430205120335,1,1,0,0
270430205120336,1,3,0,0
270430205120370,42,1,0,0
270430205120386,1,1,0,0
270430205130031,4,11,6,5
270450010000043,1,1,26,23
270450010000043,2,1,41,35
270450010000045,18,7,0,0
270450010000045,22,1,1,1
270450010000046,1,2,0,0
270450010000046,2,4,0,0
270450010000046,3,1,1,1
270450010000046,3,3,0,0
270450010000046,23,4,0,0
270450010000046,24,2,1,0
270450010000046,27,2,0,0
270470805000007,1,4,14,11
270470805000009,3,2,0,0
270470805000009,3,3,0,0
270470805000009,3,4,0,0
270470805000009,11,2,0,0
270470805000009,11,3,0,0
270470805000009,11,4,0,0
270470805000010,4,5,23,20
270470805000019,1,17,1,1
270470805000024,7,2,0,0
270470805000024,7,3,0,0
270470805000024,11,2,0,0
270470805000024,11,3,1,0
270470805000024,11,4,1,0
270470805000044,7,2,0,0
270470805000044,7,3,1,0
270470805000046,4,8,0,0
270470805000046,16,2,0,0
270470805000046,16,3,1,0
270470805000046,16,4,0,0
270470805000054,3,3,2,2
270470805000055,2,2,2,0
270470805000055,2,3,1,0
270470805000055,2,4,0,0
270470805000055,8,2,0,0
270470805000055,8,3,0,0
270470805000058,1,2,0,0
270470805000058,1,3,0,0
270470805000058,1,4,0,0
270470805000059,1,2,0,0
270470805000059,1,3,0,0
270470805000059,1,4,0,0
270470805000060,1,2,0,0
270470805000060,1,3,0,0
270470805000060,1,4,0,0
270470805000063,16,2,8,7
270470805000063,16,6,4,4
270470805000071,11,8,2,0
270470805000071,11,12,5,5
270470805000076,4,1,0,0
270470805000076,4,2,0,0
270470805000076,4,3,0,0
270470805000076,4,4,0,0
270470805000076,15,1,0,0
270470805000076,15,2,0,0
270470805000076,15,3,0,0
270470805000076,20,2,0,0
270470805000076,20,3,0,0
270470805000076,23,5,0,0
270470805000076,23,6,0,0
270470805000081,2,2,0,0
270470805000081,2,3,0,0
270470805000081,2,4,0,0
270470805000081,37,2,0,0
270470805000081,37,3,0,0
270470805000081,37,4,0,0
270470805000087,1,4,0,0
270470805000087,1,8,1,1
270470805000087,1,12,1,1
270470805000087,1,16,2,2
270470805000087,1,20,1,1
270470805000087,1,24,1,1
270470805000087,1,28,1,1
270470805000095,14,2,0,0
270470805000095,14,3,0,0
270470805000101,9,2,0,0
270470805000106,16,2,0,0
270470805000106,16,3,0,0
270470805000106,17,2,0,0
270470805000106,17,3,0,0
270480705000007,10,3,0,0
270480705000007,11,2,6,6
270480705000007,13,5,1,1
270480705000007,17,4,2,0
270480705000008,1,4,10,8
270480705000008,14,5,0,0
270480705000010,1,1,2,0
270480705000010,3,1,9,7
270480705000010,3,2,11,6
270480705000010,3,3,9,7
270480705000010,3,4,9,7
270480705000010,5,1,55,46
270480705000010,5,2,10,10
270480705000010,5,3,8,8
270480705000010,5,4,0,0
270480705000010,6,2,3,3
270480705000010,9,1,8,7
270480705000010,10,1,0,0
270480705000010,11,1,0,0
270480705000010,12,1,0,0
270480705000021,3,2,12,4
270480705000021,3,5,1,0
270480705000021,8,3,0,0
270480705000021,8,4,0,0
270490605000001,4,2,0,0
270490605000001,8,5,4,0
270490605000001,13,1,1,0
270490605000001,13,2,0,0
270490605000001,13,3,0,0
270490605000001,13,4,0,0
270490605000001,14,1,0,0
270490605000005,8,11,0,0
270500205000003,4,10,0,0
270500205000003,6,1,4,3
270500205000003,6,13,7,5
270500205000003,6,16,13,9
270500205000003,10,1,0,0
270500205000003,16,2,4,4
270500205000003,16,4,0,0
270500205000003,17,4,0,0
270500205000003,17,6,0,0
270500205000003,18,9,0,0
270500205000003,19,3,0,0
270500205000003,19,13,4,3
270500205000004,1,2,0,0
270500205000004,1,3,0,0
270500205000004,2,3,4,2
270500205000010,3,5,0,0
270500205000010,8,2,0,0
270500205000010,8,3,0,0
270500205000010,8,4,0,0
270500205000010,10,1,0,0
270500205000027,9,2,0,0
270500205000027,9,3,0,0
270500205000027,13,2,0,0
270500205000027,13,3,0,0
270500205000028,5,1,1,1
270500205000028,5,2,15,12
270500205000028,6,1,8,6
270500205000029,21,5,0,0
270500205000037,2,2,0,0
270500205000037,7,2,9,9
270500205000037,10,3,1,0
270500205000037,33,1,3,2
270500205000037,33,2,4,3
270500205000037,33,3,5,4
270500205000037,33,4,1,1
270500205000037,34,1,5,4
270500205000037,34,3,1,1
270500205000037,35,2,5,4
270500205000038,9,3,9,8
270500205000038,9,4,20,20
270500205000038,9,5,12,10
270500205000039,7,6,2,0
270500205000039,10,2,0,0
270500205000039,10,3,0,0
270500205000039,10,4,0,0
270500205000039,11,2,0,0
270500205000039,11,3,0,0
270500205000039,11,4,0,0
270500205000058,8,3,4,3
270500205000061,1,3,0,0
270500205000061,8,2,0,0
270500205000061,8,3,0,0
270550705000030,18,7,1,1
270550705000030,18,8,1,1
270560605000001,1,2,0,0
270560605000001,1,3,0,0
270560605000001,1,4,0,0
270560605000001,2,2,0,0
270560605000001,2,3,0,0
270560605000001,2,4,0,0
270560605000001,7,2,0,0
270560605000001,7,3,0,0
270560605000003,4,8,0,0
270560605000003,4,11,0,0
270560605000004,2,2,0,0
270560605000004,3,3,2,2
270560605000004,5,9,0,0
270560605000004,5,10,4,3
270560605000012,1,2,0,0
270560605000012,6,2,0,0
270560605000012,8,3,22,18
270560605000012,8,4,0,0
270560605000012,10,1,0,0
270560605000012,11,2,0,0
270560605000012,12,2,0,0
270560605000012,12,3,0,0
270560605000013,2,4,3,3
270560605000013,3,1,0,0
270560605000013,3,2,0,0
270560605000013,3,3,0,0
270560605000013,3,4,0,0
270560605000013,6,1,0,0
270560605000013,6,2,0,0
270560605000013,12,3,0,0
270560605000013,12,4,0,0
270560605000015,13,1,0,0
270560605000016,13,3,0,0
270560605000019,9,2,7,7
270560605000021,1,2,5,5
270560605000021,2,1,6,6
270560605000024,1,2,5,5
270560605000024,1,3,0,0
270580405000001,3,5,0,0
270580405000003,4,1,0,0
270580405000003,4,2,0,0
270580405000003,4,3,0,0
270580405000008,1,1,41,37
270580405000008,2,1,44,35
270580405000009,3,4,2,2
270580405000009,9,14,1,1
270580405000009,10,1,0,0
270580405000020,3,5,0,0
270630705000024,1,2,3,3
270630705000024,1,4,10,9
270630705000077,15,3,1,1
270630705000128,1,1,36,34
270630705000128,9,10,16,16
270630705000145,1,3,0,0
270630705000147,3,1,0,0
270630705000162,1,1,1,1
270630705000174,2,4,0,0
270630705000183,1,4,0,0
270630705000207,15,5,0,0
270630705000207,20,2,0,0
270630705000207,21,11,0,0
270630705000207,26,4,1,0
270630705000207,40,7,1,0
270630705000207,48,16,3,3
270630705000207,68,3,0,0
270630710000010,1,3,0,0
270630715000001,1,3,4,3
270630715000002,3,15,3,3
270630715000008,3,4,0,0
270630715000008,4,4,3,3
270630715000008,5,1,0,0
270630715000008,5,4,0,0
270642205000013,3,2,2,0
270642205000015,1,2,4,3
270642205000015,1,3,1,1
270642205000015,1,8,0,0
270642205000015,5,4,1,1
270642205000015,5,6,0,0
270642205000015,8,4,1,0
270642205000015,11,3,0,0
270642205000015,11,6,0,0
270642205000015,11,7,0,0
270642205000025,4,2,2,2
270642205000025,6,2,16,13
270642205000039,1,1,6,6
270642205000044,3,5,0,0
270642205000044,8,8,0,0
270644805000001,1,7,0,0
270644805000002,6,24,0,0
270644805000007,1,2,0,0
270644805000007,4,2,0,0
270644805000007,4,3,0,0
270644805000007,5,1,0,0
270644805000007,5,2,0,0
270644805000007,6,1,0,0
270644805000007,6,2,0,0
270644805000007,10,1,6,6
270644805000011,2,1,10,7
270644805000011,3,1,0,0
270644805000011,3,5,0,0
270644805000011,3,14,0,0
270644805000011,4,1,0,0
270644805000011,4,20,0,0
270644805000011,4,21,0,0
270644805000011,4,22,0,0
270644805000011,4,23,0,0
270644805000011,5,1,0,0
270644805000011,5,2,0,0
270644805000011,6,1,0,0
270644805000017,2,2,0,0
270644805000017,3,88,0,0
270644805000017,3,94,0,0
270644805000017,3,95,0,0
270644805000017,3,96,0,0
270644805000017,3,97,0,0
270644805000017,3,98,1,1
270644805000017,3,99,0,0
270644805000017,3,101,0,0
270644805000017,3,106,0,0
270644805000017,3,107,0,0
270644805000017,3,110,0,0
270644805000017,3,112,0,0
270644805000017,3,115,0,0
270644805000017,3,117,0,0
270644805000017,3,126,0,0
270644805000017,4,7,3,3
270644805000018,34,1,3,0
270644805000024,5,6,0,0
270644805000024,6,27,0,0
270644805000028,4,3,0,0
270660405000002,10,2,0,0
270660405000002,11,2,0,0
270660405000002,12,2,0,0
270660405000002,13,2,0,0
270660405000003,3,3,11,5
270660405000003,5,4,11,5
270660405000003,19,2,0,0
270660405000004,2,7,0,0
270660405000004,3,1,3,3
270660405000004,4,4,0,0
270660405000007,1,3,0,0
270660405000007,14,4,0,0
270660405000008,1,4,0,0
270660405000008,11,8,13,12
270660405000012,1,1,0,0
270660405000012,3,2,0,0
270660405000016,1,10,1,0
270670305000045,3,1,1,1
270670305000045,3,2,0,0
270670305000045,4,1,0,0
270670305000045,4,2,0,0
270670305000045,5,1,0,0
270670305000045,5,2,0,0
270670305000045,14,1,0,0
270670305000045,15,1,0,0
270670305000045,16,1,0,0
270670305000045,17,1,0,0
270700805000004,13,2,14,13
270700805000004,13,3,9,7
270710705000001,6,2,1,1
270710705000003,2,3,0,0
270710705000003,3,3,0,0
270710705000005,6,6,0,0
270710705000008,1,4,6,6
270710705000008,1,7,0,0
270710705000008,13,1,0,0
270710705000008,13,4,0,0
270710705000008,26,4,9,3
270710710000012,1,2,3,3
270710710000012,3,2,0,0
270710710000012,3,5,0,0
270710710000012,4,1,0,0
270710710000013,10,2,0,0
270710710000016,9,2,9,8
270710710000016,10,1,9,9
270710710000016,10,2,1,0
270710710000016,10,3,3,1
270710710000016,16,5,8,5
270710710000016,17,1,22,20
270710710000016,17,2,0,0
270710710000019,10,1,24,21
270710710000019,10,3,7,7
270710710000019,15,1,5,5
270710710000019,15,3,0,0
270710710000019,16,1,5,4
270710710000019,16,3,2,1
270710710000019,17,1,2,1
270710710000019,17,3,3,3
270710710000020,9,2,3,3
270710710000021,8,1,0,0
270710710000021,8,6,0,0
270710710000021,13,1,2,2
270710710000021,13,2,3,3
270710710000021,13,4,9,9
270710710000021,14,2,1,1
270710710000021,14,3,9,9
270710710000021,14,5,16,16
270710710000021,15,1,10,10
270710710000021,15,2,13,13
270710710000021,15,3,1,0
270760205000008,2,7,1,0
270760205000008,3,1,3,3
270760205000025,24,2,0,0
270760205000025,24,4,0,0
270760205000025,29,1,1,1
270760205000025,29,2,0,0
270760205000025,30,1,0,0
270760205000026,10,4,0,0
270760205000026,10,5,0,0
270770105000088,10,3,0,0
270770105000088,15,2,0,0
270770105000088,15,3,0,0
270770105000088,19,1,2,1
270770105000088,19,2,1,1
270770105000088,19,3,0,0
270770105000088,19,5,4,4
270770105000088,20,3,6,6
270770105000088,21,3,0,0
270770105000088,21,4,16,16
270770105000088,21,5,5,4
270770105000088,22,4,5,4
270770105000088,23,3,15,14
270770105000088,23,4,0,0
270770105000088,24,2,17,17
270770105000088,24,3,0,0
270770105000088,24,4,16,16
270770105000088,24,5,1,1
270770105000088,25,1,15,15
270770105000088,25,2,0,0
270770105000088,25,3,16,15
270770105000088,25,4,1,0
270770105000088,26,1,16,16
270770105000088,26,2,0,0
270770105000088,26,3,15,15
270770105000088,27,1,16,16
270770105000088,27,2,1,1
270770105000088,27,3,15,15
270770105000088,27,4,1,1
270770105000088,28,1,15,15
270770105000088,28,2,2,1
270770105000088,28,3,15,15
270770105000088,28,4,0,0
270770105000088,29,1,15,15
